1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65
0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 26, 0, 0, 0, 0, 0, 0, 0, 1034, 483, 0, 0, 0, 0, 0, 0, 42, 361241, 4414, 0, 0, 0, 0, 0, 0, 14107, 157395, 4072, 0, 0, 0, 0, 0, 0, 7055, 97139, 117, 0, 0, 0, 0, 0, 0, 1273, 15770, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 472, 486, 0, 0, 0, 0, 0, 0, 23, 86014, 2137, 0, 0, 0, 0, 0, 0, 3767, 64867, 215, 0, 0, 0, 0, 0, 0, 1699, 5415, 21, 0, 0, 0, 0, 0, 0, 51, 1705, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1124, 655, 0, 0, 0, 0, 0, 0, 128, 131594, 477, 0, 0, 0, 0, 0, 0, 1085, 21176, 171, 0, 0, 0, 0, 0, 0, 747, 7642, 11, 0, 0, 0, 0, 0, 0, 146, 2321, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1984, 793, 0, 0, 0, 0, 0, 0, 167, 269462, 814, 0, 0, 0, 0, 0, 0, 4229, 27976, 67, 0, 0, 0, 0, 0, 0, 512, 3038, 0, 0, 0, 0, 0, 0, 0, 38, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1732, 501, 0, 0, 0, 0, 0, 0, 67, 171958, 1868, 0, 0, 0, 0, 0, 0, 5660, 72157, 368, 0, 0, 0, 0, 0, 0, 1958, 12652, 8, 0, 0, 0, 0, 0, 0, 134, 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 83, 0, 0, 0, 0, 0, 0, 6, 179203, 4649, 0, 0, 0, 0, 0, 0, 8317, 143751, 1010, 0, 0, 0, 0, 0, 0, 4900, 24401, 2, 0, 0, 0, 0, 0, 0, 126, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 47, 1, 0, 0, 0, 0, 0, 6, 2154, 601, 0, 0, 0, 0, 0, 0, 96, 108302, 2297, 0, 0, 0, 0, 0, 0, 4217, 80809, 427, 0, 0, 0, 0, 0, 0, 1843, 9989, 85, 0, 0, 0, 0, 0, 0, 412, 6156, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1696, 954, 0, 0, 0, 0, 0, 0, 80, 143813, 854, 0, 0, 0, 0, 0, 0, 6259, 20410, 41, 0, 0, 0, 0, 0, 0, 241, 733, 0, 0, 0, 0, 0, 0, 0, 9, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11180, 654, 0, 0, 0, 0, 0, 0, 255, 31805, 1051, 0, 0, 0, 0, 0, 0, 1979, 116418, 55, 0, 0, 0, 0, 0, 0, 1168, 1899, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 1372, 475, 0, 0, 0, 0, 0, 0, 75, 45273, 2168, 0, 0, 0, 0, 0, 0, 3337, 59555, 76, 0, 0, 0, 0, 0, 0, 311, 5447, 57, 0, 0, 0, 0, 0, 0, 391, 1525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 62, 0, 0, 0, 0, 0, 0, 1, 17493, 5486, 0, 0, 0, 0, 0, 0, 763, 548322, 3379, 0, 0, 0, 0, 0, 0, 11599, 107290, 882, 0, 0, 0, 0, 0, 0, 4722, 31116, 85, 0, 0, 0, 0, 0, 0, 1215, 5437, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 0, 0, 0, 0, 0, 0, 0, 12258, 2233, 0, 0, 0, 0, 0, 0, 1103, 94346, 102, 0, 0, 0, 0, 0, 0, 288, 7254, 84, 0, 0, 0, 0, 0, 0, 395, 1628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 88, 0, 0, 0, 0, 0, 0, 10, 55751, 490, 0, 0, 0, 0, 0, 0, 1547, 19109, 127, 0, 0, 0, 0, 0, 0, 530, 3077, 35, 0, 0, 0, 0, 0, 0, 116, 1631, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4025, 493, 0, 0, 0, 0, 0, 0, 234, 136402, 452, 0, 0, 0, 0, 0, 0, 1703, 16454, 36, 0, 0, 0, 0, 0, 0, 279, 1926, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4607, 330, 0, 0, 0, 0, 0, 0, 207, 74301, 15, 0, 0, 0, 0, 0, 0, 99, 2112, 13, 0, 0, 0, 0, 0, 0, 80, 605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3919, 1215, 0, 0, 0, 0, 0, 0, 264, 193051, 848, 0, 0, 0, 0, 0, 0, 3418, 37952, 234, 0, 0, 0, 0, 0, 0, 961, 4645, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2395, 345, 0, 0, 0, 0, 0, 0, 86, 34657, 609, 0, 0, 0, 0, 0, 0, 1683, 19438, 34, 0, 0, 0, 0, 0, 0, 531, 976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
26, 23, 0, 0, 0, 0, 0, 0, 13, 910, 240, 0, 0, 0, 0, 0, 0, 22, 88512, 4677, 0, 0, 0, 0, 0, 0, 7039, 115748, 132, 0, 0, 0, 0, 0, 0, 331, 4821, 109, 0, 0, 0, 0, 0, 0, 188, 3594, 43, 0, 0, 0, 0, 0, 0, 203, 2810, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 92, 0, 0, 0, 0, 0, 0, 28, 186363, 2262, 0, 0, 0, 0, 0, 0, 7257, 79988, 1032, 0, 0, 0, 0, 0, 0, 3028, 28732, 0, 0, 0, 0, 0, 0, 0, 79, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1495, 390, 0, 0, 0, 0, 0, 0, 82, 27732, 52, 0, 0, 0, 0, 0, 0, 341, 3063, 1, 0, 0, 0, 0, 0, 0, 22, 156, 1, 0, 0, 0, 0, 0, 0, 11, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 0, 0, 0, 0, 0, 0, 0, 978, 485, 0, 0, 0, 0, 0, 0, 14, 27629, 942, 0, 0, 0, 0, 0, 0, 1827, 38295, 174, 0, 0, 0, 0, 0, 0, 1246, 4558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 141, 0, 0, 0, 0, 0, 0, 14, 12443, 758, 0, 0, 0, 0, 0, 0, 360, 16276, 652, 0, 0, 0, 0, 0, 0, 1744, 47526, 44, 0, 0, 0, 0, 0, 0, 1358, 1478, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 27, 0, 0, 0, 0, 0, 0, 0, 64761, 2090, 0, 0, 0, 0, 0, 0, 3834, 73250, 710, 0, 0, 0, 0, 0, 0, 3213, 15528, 105, 0, 0, 0, 0, 0, 0, 487, 3038, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 4, 0, 0, 0, 0, 0, 0, 0, 27074, 2888, 0, 0, 0, 0, 0, 0, 1681, 118350, 1949, 0, 0, 0, 0, 0, 0, 4516, 49502, 83, 0, 0, 0, 0, 0, 0, 423, 3343, 27, 0, 0, 0, 0, 0, 0, 137, 702, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 1, 10704, 1210, 0, 0, 0, 0, 0, 0, 494, 738124, 2639, 0, 0, 0, 0, 0, 0, 9698, 158535, 932, 0, 0, 0, 0, 0, 0, 3830, 36638, 15, 0, 0, 0, 0, 0, 0, 112, 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 0, 0, 0, 0, 0, 0, 1, 2785, 1228, 0, 0, 0, 0, 0, 0, 70, 37209, 2591, 1, 0, 0, 0, 0, 0, 960, 75714, 6873, 0, 0, 0, 0, 0, 0, 6492, 338369, 2739, 0, 0, 0, 0, 0, 1, 17947, 108380, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1164, 440, 0, 0, 0, 0, 0, 0, 60, 17486, 247, 0, 0, 0, 0, 0, 0, 750, 14310, 131, 0, 0, 0, 0, 0, 0, 1182, 2646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 15, 0, 0, 0, 0, 0, 0, 3, 1334, 262, 0, 0, 0, 0, 0, 0, 22, 118607, 3812, 0, 0, 0, 0, 0, 0, 5247, 162422, 2731, 0, 0, 0, 0, 0, 0, 10597, 53842, 24, 0, 0, 0, 0, 0, 0, 715, 2731, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 728, 97, 0, 0, 0, 0, 0, 0, 24, 62186, 401, 0, 0, 0, 0, 0, 0, 2066, 14493, 31, 0, 0, 0, 0, 0, 0, 261, 1373, 1, 0, 0, 0, 0, 0, 0, 70, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 660, 486, 0, 0, 0, 0, 0, 0, 21, 73204, 4755, 0, 0, 0, 0, 0, 0, 2916, 136094, 6131, 0, 0, 0, 0, 0, 0, 11690, 238707, 208, 0, 0, 0, 0, 0, 0, 5165, 8564, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 424, 55, 0, 0, 0, 0, 0, 0, 12, 8417, 532, 0, 0, 0, 0, 0, 0, 360, 25229, 1138, 0, 0, 0, 0, 0, 0, 1709, 36519, 27, 0, 0, 0, 0, 0, 0, 702, 1052, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 141, 0, 0, 0, 0, 0, 0, 6, 12176, 632, 0, 0, 0, 0, 0, 0, 611, 22738, 300, 0, 0, 0, 0, 0, 0, 1755, 6178, 0, 0, 0, 0, 0, 0, 0, 31, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 357, 130, 0, 0, 0, 0, 0, 0, 36, 24705, 682, 0, 0, 0, 0, 0, 0, 722, 47266, 938, 0, 0, 0, 0, 0, 0, 971, 45611, 609, 0, 0, 0, 0, 0, 0, 2301, 45543, 2, 0, 0, 0, 0, 0, 0, 164, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 64, 0, 0, 0, 0, 0, 0, 1, 3079, 1058, 0, 0, 0, 0, 0, 0, 53, 283338, 42728, 0, 0, 0, 0, 0, 0, 15691, 1101189, 53387, 0, 0, 0, 0, 0, 0, 85708, 1423596, 4371, 0, 0, 0, 0, 0, 0, 44847, 213275, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 56, 0, 0, 0, 0, 0, 0, 1, 6345, 1927, 0, 0, 0, 0, 0, 0, 317, 151047, 256, 0, 0, 0, 0, 0, 0, 1649, 6257, 38, 0, 0, 0, 0, 0, 0, 219, 854, 3, 0, 0, 0, 0, 0, 0, 35, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 107, 56, 0, 0, 0, 0, 0, 0, 1, 21571, 2972, 0, 0, 0, 0, 0, 0, 622, 64488, 3228, 0, 0, 0, 0, 0, 0, 4172, 341937, 5054, 0, 0, 0, 0, 0, 0, 23074, 127158, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 659, 201, 0, 0, 0, 0, 0, 0, 27, 28819, 7228, 0, 0, 0, 0, 0, 0, 1827, 531755, 2980, 0, 0, 0, 0, 0, 0, 10256, 68463, 800, 0, 0, 0, 0, 0, 0, 3198, 32100, 64, 0, 0, 0, 0, 0, 0, 903, 2944, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 492, 86, 0, 0, 0, 0, 0, 0, 7, 4775, 1361, 0, 0, 0, 0, 0, 0, 106, 47638, 1710, 0, 0, 0, 0, 0, 0, 2291, 80278, 2801, 0, 0, 0, 0, 0, 0, 7143, 80623, 0, 0, 0, 0, 0, 0, 0, 118, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
